trial,epochs,subtype,Train ERM accuracy,Train ERM loss
0,11,lobular_carcinoma,0.9152892561983471,0.2910782389128159
0,11,mucinous_carcinoma,0.8326446280991735,0.2910782389128159
0,11,papillary_carcinoma,0.8033707865168539,0.2910782389128159
0,11,overall,0.8590967741935484,0.2910782389128159
0,12,adenosis,0.8713692946058091,0.2722343762593014
0,12,fibroadenoma,0.8636363636363636,0.2722343762593014
0,12,tubular_adenoma,0.8674242424242424,0.2722343762593014
0,12,phyllodes_tumor,0.8797595190380761,0.2722343762593014
0,12,ductal_carcinoma,0.9224489795918367,0.2722343762593014
0,12,lobular_carcinoma,0.8910256410256411,0.2722343762593014
0,12,mucinous_carcinoma,0.8372093023255814,0.2722343762593014
0,12,papillary_carcinoma,0.7991543340380549,0.2722343762593014
0,12,overall,0.8668387096774194,0.2722343762593014
0,13,adenosis,0.8711656441717791,0.27754786901881173
0,13,fibroadenoma,0.8477801268498943,0.27754786901881173
0,13,tubular_adenoma,0.8873873873873874,0.27754786901881173
0,13,phyllodes_tumor,0.8794466403162056,0.27754786901881173
0,13,ductal_carcinoma,0.9397089397089398,0.27754786901881173
0,13,lobular_carcinoma,0.8857715430861723,0.27754786901881173
0,13,mucinous_carcinoma,0.7842323651452282,0.27754786901881173
0,13,papillary_carcinoma,0.8303393213572854,0.27754786901881173
0,13,overall,0.8655483870967742,0.27754786901881173
0,14,adenosis,0.8670886075949367,0.278897504349059
0,14,fibroadenoma,0.8421052631578947,0.278897504349059
0,14,tubular_adenoma,0.8556485355648535,0.278897504349059
0,14,phyllodes_tumor,0.8716904276985743,0.278897504349059
0,14,ductal_carcinoma,0.9305555555555556,0.278897504349059
0,14,lobular_carcinoma,0.8923679060665362,0.278897504349059
0,14,mucinous_carcinoma,0.816414686825054,0.278897504349059
0,14,papillary_carcinoma,0.7849686847599165,0.278897504349059
0,14,overall,0.8585806451612903,0.278897504349059
0,15,adenosis,0.8500948766603416,0.27154362768915946
0,15,fibroadenoma,0.8802521008403361,0.27154362768915946
0,15,tubular_adenoma,0.8642714570858283,0.27154362768915946
0,15,phyllodes_tumor,0.8783505154639175,0.27154362768915946
0,15,ductal_carcinoma,0.9402985074626866,0.27154362768915946
0,15,lobular_carcinoma,0.9125560538116592,0.27154362768915946
0,15,mucinous_carcinoma,0.7940552016985138,0.27154362768915946
0,15,papillary_carcinoma,0.826,0.27154362768915946
0,15,overall,0.8673548387096774,0.27154362768915946
0,16,adenosis,0.8571428571428571,0.27274586508671445
0,16,fibroadenoma,0.8517786561264822,0.27274586508671445
0,16,tubular_adenoma,0.8676470588235294,0.27274586508671445
0,16,phyllodes_tumor,0.9043824701195219,0.27274586508671445
0,16,ductal_carcinoma,0.9028077753779697,0.27274586508671445
0,16,lobular_carcinoma,0.8680412371134021,0.27274586508671445
0,16,mucinous_carcinoma,0.8442622950819673,0.27274586508671445
0,16,papillary_carcinoma,0.8344086021505376,0.27274586508671445
0,16,overall,0.8663225806451613,0.27274586508671445
0,17,adenosis,0.9063829787234042,0.2686129793708707
0,17,fibroadenoma,0.8389662027833003,0.2686129793708707
0,17,tubular_adenoma,0.8718446601941747,0.2686129793708707
0,17,phyllodes_tumor,0.8832951945080092,0.2686129793708707
0,17,ductal_carcinoma,0.9348739495798319,0.2686129793708707
0,17,lobular_carcinoma,0.9099616858237548,0.2686129793708707
0,17,mucinous_carcinoma,0.8414376321353065,0.2686129793708707
0,17,papillary_carcinoma,0.8329853862212944,0.2686129793708707
0,17,overall,0.8774193548387097,0.2686129793708707
0,18,adenosis,0.8451882845188284,0.2758234771037543
0,18,fibroadenoma,0.8443496801705757,0.2758234771037543
0,18,tubular_adenoma,0.8731501057082452,0.2758234771037543
0,18,phyllodes_tumor,0.8888888888888888,0.2758234771037543
0,18,ductal_carcinoma,0.927536231884058,0.2758234771037543
0,18,lobular_carcinoma,0.8985801217038539,0.2758234771037543
0,18,mucinous_carcinoma,0.8495762711864406,0.2758234771037543
0,18,papillary_carcinoma,0.8123711340206186,0.2758234771037543
0,18,overall,0.8678709677419355,0.2758234771037543
0,19,adenosis,0.869215291750503,0.2625513867218308
0,19,fibroadenoma,0.8421052631578947,0.2625513867218308
0,19,tubular_adenoma,0.8973305954825462,0.2625513867218308
0,19,phyllodes_tumor,0.8649193548387096,0.2625513867218308
0,19,ductal_carcinoma,0.9280155642023347,0.2625513867218308
0,19,lobular_carcinoma,0.9172259507829977,0.2625513867218308
0,19,mucinous_carcinoma,0.8178368121442126,0.2625513867218308
0,19,papillary_carcinoma,0.8625277161862528,0.2625513867218308
0,19,overall,0.8745806451612903,0.2625513867218308
0,20,adenosis,0.8640167364016736,0.2741399316170824
0,20,fibroadenoma,0.8525252525252526,0.2741399316170824
0,20,tubular_adenoma,0.879746835443038,0.2741399316170824
0,20,phyllodes_tumor,0.8695652173913043,0.2741399316170824
0,20,ductal_carcinoma,0.9229249011857708,0.2741399316170824
0,20,lobular_carcinoma,0.8773006134969326,0.2741399316170824
0,20,mucinous_carcinoma,0.8672199170124482,0.2741399316170824
0,20,papillary_carcinoma,0.8126272912423625,0.2741399316170824
0,20,overall,0.8683870967741936,0.2741399316170824
0,21,adenosis,0.8513238289205702,0.28193654107704086
0,21,fibroadenoma,0.8388429752066116,0.28193654107704086
0,21,tubular_adenoma,0.8893617021276595,0.28193654107704086
0,21,phyllodes_tumor,0.8886679920477137,0.28193654107704086
0,21,ductal_carcinoma,0.9259259259259259,0.28193654107704086
0,21,lobular_carcinoma,0.905811623246493,0.28193654107704086
0,21,mucinous_carcinoma,0.8262806236080178,0.28193654107704086
0,21,papillary_carcinoma,0.8154506437768241,0.28193654107704086
0,21,overall,0.8689032258064516,0.28193654107704086
0,22,adenosis,0.8682634730538922,0.2657201093594724
0,22,fibroadenoma,0.8805970149253731,0.2657201093594724
0,22,tubular_adenoma,0.8682634730538922,0.2657201093594724
0,22,phyllodes_tumor,0.8665338645418327,0.2657201093594724
0,22,ductal_carcinoma,0.9146341463414634,0.2657201093594724
0,22,lobular_carcinoma,0.9096638655462185,0.2657201093594724
0,22,mucinous_carcinoma,0.8363273453093812,0.2657201093594724
0,22,papillary_carcinoma,0.836027713625866,0.2657201093594724
0,22,overall,0.8727741935483871,0.2657201093594724
0,23,adenosis,0.8706140350877193,0.24497731502164047
0,23,fibroadenoma,0.8718446601941747,0.24497731502164047
0,23,tubular_adenoma,0.8611713665943601,0.24497731502164047
0,23,phyllodes_tumor,0.9016393442622951,0.24497731502164047
0,23,ductal_carcinoma,0.9447852760736196,0.24497731502164047
0,23,lobular_carcinoma,0.9020833333333333,0.24497731502164047
0,23,mucinous_carcinoma,0.8548057259713702,0.24497731502164047
0,23,papillary_carcinoma,0.8511066398390342,0.24497731502164047
0,23,overall,0.8823225806451613,0.24497731502164047
0,24,adenosis,0.8598326359832636,0.2661084561405604
0,24,fibroadenoma,0.8592750533049041,0.2661084561405604
0,24,tubular_adenoma,0.8903225806451613,0.2661084561405604
0,24,phyllodes_tumor,0.8995726495726496,0.2661084561405604
0,24,ductal_carcinoma,0.9230769230769231,0.2661084561405604
0,24,lobular_carcinoma,0.8604651162790697,0.2661084561405604
0,24,mucinous_carcinoma,0.8452380952380952,0.2661084561405604
0,24,papillary_carcinoma,0.8354700854700855,0.2661084561405604
0,24,overall,0.871741935483871,0.2661084561405604
0,25,adenosis,0.8590604026845637,0.25640923125140463
0,25,fibroadenoma,0.8319327731092437,0.25640923125140463
0,25,tubular_adenoma,0.8869047619047619,0.25640923125140463
0,25,phyllodes_tumor,0.9193548387096774,0.25640923125140463
0,25,ductal_carcinoma,0.9291497975708503,0.25640923125140463
0,25,lobular_carcinoma,0.9132231404958677,0.25640923125140463
0,25,mucinous_carcinoma,0.844017094017094,0.25640923125140463
0,25,papillary_carcinoma,0.8300395256916996,0.25640923125140463
0,25,overall,0.8771612903225806,0.25640923125140463
0,26,adenosis,0.874468085106383,0.25500260828515137
0,26,fibroadenoma,0.8478260869565217,0.25500260828515137
0,26,tubular_adenoma,0.8755274261603375,0.25500260828515137
0,26,phyllodes_tumor,0.8962075848303394,0.25500260828515137
0,26,ductal_carcinoma,0.9423459244532804,0.25500260828515137
0,26,lobular_carcinoma,0.891566265060241,0.25500260828515137
0,26,mucinous_carcinoma,0.8888888888888888,0.25500260828515137
0,26,papillary_carcinoma,0.7952586206896551,0.25500260828515137
0,26,overall,0.8771612903225806,0.25500260828515137
0,27,adenosis,0.90744920993228,0.2471155343661583
0,27,fibroadenoma,0.8463203463203464,0.2471155343661583
0,27,tubular_adenoma,0.8790786948176583,0.2471155343661583
0,27,phyllodes_tumor,0.905982905982906,0.2471155343661583
0,27,ductal_carcinoma,0.9370229007633588,0.2471155343661583
0,27,lobular_carcinoma,0.9186991869918699,0.2471155343661583
0,27,mucinous_carcinoma,0.8360323886639676,0.2471155343661583
0,27,papillary_carcinoma,0.8577494692144374,0.2471155343661583
0,27,overall,0.8864516129032258,0.2471155343661583
0,28,adenosis,0.8881720430107527,0.24228406019907428
0,28,fibroadenoma,0.8673913043478261,0.24228406019907428
0,28,tubular_adenoma,0.8760869565217392,0.24228406019907428
0,28,phyllodes_tumor,0.8884381338742393,0.24228406019907428
0,28,ductal_carcinoma,0.9300411522633745,0.24228406019907428
0,28,lobular_carcinoma,0.9073359073359073,0.24228406019907428
0,28,mucinous_carcinoma,0.8565891472868217,0.24228406019907428
0,28,papillary_carcinoma,0.870020964360587,0.24228406019907428
0,28,overall,0.8856774193548387,0.24228406019907428
0,29,adenosis,0.8846153846153846,0.24065259060680622
0,29,fibroadenoma,0.8666666666666667,0.24065259060680622
0,29,tubular_adenoma,0.8699186991869918,0.24065259060680622
0,29,phyllodes_tumor,0.9132231404958677,0.24065259060680622
0,29,ductal_carcinoma,0.9267822736030829,0.24065259060680622
0,29,lobular_carcinoma,0.9146067415730337,0.24065259060680622
0,29,mucinous_carcinoma,0.8561946902654868,0.24065259060680622
0,29,papillary_carcinoma,0.865424430641822,0.24065259060680622
0,29,overall,0.887483870967742,0.24065259060680622
0,30,adenosis,0.8841201716738197,0.2580136259550175
0,30,fibroadenoma,0.8520833333333333,0.2580136259550175
0,30,tubular_adenoma,0.8988095238095238,0.2580136259550175
0,30,phyllodes_tumor,0.8946280991735537,0.2580136259550175
0,30,ductal_carcinoma,0.9243697478991597,0.2580136259550175
0,30,lobular_carcinoma,0.8711018711018711,0.2580136259550175
0,30,mucinous_carcinoma,0.8360995850622407,0.2580136259550175
0,30,papillary_carcinoma,0.8366533864541833,0.2580136259550175
0,30,overall,0.8745806451612903,0.2580136259550175
0,31,adenosis,0.8823529411764706,0.25387570734131976
0,31,fibroadenoma,0.8469387755102041,0.25387570734131976
0,31,tubular_adenoma,0.8623481781376519,0.25387570734131976
0,31,phyllodes_tumor,0.911578947368421,0.25387570734131976
0,31,ductal_carcinoma,0.9436008676789588,0.25387570734131976
0,31,lobular_carcinoma,0.9258517034068137,0.25387570734131976
0,31,mucinous_carcinoma,0.8416666666666667,0.25387570734131976
0,31,papillary_carcinoma,0.8374164810690423,0.25387570734131976
0,31,overall,0.8815483870967742,0.25387570734131976
0,32,adenosis,0.9073275862068966,0.24160892519440672
0,32,fibroadenoma,0.8666666666666667,0.24160892519440672
0,32,tubular_adenoma,0.8955823293172691,0.24160892519440672
0,32,phyllodes_tumor,0.887378640776699,0.24160892519440672
0,32,ductal_carcinoma,0.9453781512605042,0.24160892519440672
0,32,lobular_carcinoma,0.9048543689320389,0.24160892519440672
0,32,mucinous_carcinoma,0.8405172413793104,0.24160892519440672
0,32,papillary_carcinoma,0.8356997971602435,0.24160892519440672
0,32,overall,0.8856774193548387,0.24160892519440672
0,33,adenosis,0.8648068669527897,0.24131846026260667
0,33,fibroadenoma,0.8806306306306306,0.24131846026260667
0,33,tubular_adenoma,0.8739495798319328,0.24131846026260667
0,33,phyllodes_tumor,0.8855421686746988,0.24131846026260667
0,33,ductal_carcinoma,0.9173387096774194,0.24131846026260667
0,33,lobular_carcinoma,0.9063136456211812,0.24131846026260667
0,33,mucinous_carcinoma,0.845841784989858,0.24131846026260667
0,33,papillary_carcinoma,0.8454011741682974,0.24131846026260667
0,33,overall,0.8774193548387097,0.24131846026260667
0,34,adenosis,0.9215291750503019,0.23732798842429625
0,34,fibroadenoma,0.8775100401606426,0.23732798842429625
0,34,tubular_adenoma,0.8580246913580247,0.23732798842429625
0,34,phyllodes_tumor,0.9014675052410901,0.23732798842429625
0,34,ductal_carcinoma,0.9238900634249472,0.23732798842429625
0,34,lobular_carcinoma,0.8972162740899358,0.23732798842429625
0,34,mucinous_carcinoma,0.8625498007968128,0.23732798842429625
0,34,papillary_carcinoma,0.8505263157894737,0.23732798842429625
0,34,overall,0.8864516129032258,0.23732798842429625
0,35,adenosis,0.8876651982378855,0.2459318582045198
0,35,fibroadenoma,0.848605577689243,0.2459318582045198
0,35,tubular_adenoma,0.9006479481641468,0.2459318582045198
0,35,phyllodes_tumor,0.9185336048879837,0.2459318582045198
0,35,ductal_carcinoma,0.9289940828402367,0.2459318582045198
0,35,lobular_carcinoma,0.8884120171673819,0.2459318582045198
0,35,mucinous_carcinoma,0.8404669260700389,0.2459318582045198
0,35,papillary_carcinoma,0.8410041841004184,0.2459318582045198
0,35,overall,0.8815483870967742,0.2459318582045198
0,36,adenosis,0.8963414634146342,0.23613398181803433
0,36,fibroadenoma,0.8438735177865613,0.23613398181803433
0,36,tubular_adenoma,0.8721649484536083,0.23613398181803433
0,36,phyllodes_tumor,0.92,0.23613398181803433
0,36,ductal_carcinoma,0.9556451612903226,0.23613398181803433
0,36,lobular_carcinoma,0.8838174273858921,0.23613398181803433
0,36,mucinous_carcinoma,0.8633405639913232,0.23613398181803433
0,36,papillary_carcinoma,0.8723849372384938,0.23613398181803433
0,36,overall,0.8885161290322581,0.23613398181803433
0,37,adenosis,0.8760683760683761,0.24684173173803853
0,37,fibroadenoma,0.8622129436325678,0.24684173173803853
0,37,tubular_adenoma,0.8588469184890656,0.24684173173803853
0,37,phyllodes_tumor,0.9258555133079848,0.24684173173803853
0,37,ductal_carcinoma,0.9400428265524625,0.24684173173803853
0,37,lobular_carcinoma,0.9008620689655172,0.24684173173803853
0,37,mucinous_carcinoma,0.8502109704641351,0.24684173173803853
0,37,papillary_carcinoma,0.8481781376518218,0.24684173173803853
0,37,overall,0.8828387096774194,0.24684173173803853
0,38,adenosis,0.8725701943844493,0.24636293733070908
0,38,fibroadenoma,0.8439425051334702,0.24636293733070908
0,38,tubular_adenoma,0.9067961165048544,0.24636293733070908
0,38,phyllodes_tumor,0.9001996007984032,0.24636293733070908
0,38,ductal_carcinoma,0.9214876033057852,0.24636293733070908
0,38,lobular_carcinoma,0.8952772073921971,0.24636293733070908
0,38,mucinous_carcinoma,0.8354700854700855,0.24636293733070908
0,38,papillary_carcinoma,0.8468085106382979,0.24636293733070908
0,38,overall,0.8784516129032258,0.24636293733070908
0,39,adenosis,0.8849557522123894,0.23613533986264787
0,39,fibroadenoma,0.8825995807127882,0.23613533986264787
0,39,tubular_adenoma,0.9042769857433809,0.23613533986264787
0,39,phyllodes_tumor,0.8983402489626556,0.23613533986264787
0,39,ductal_carcinoma,0.9320214669051878,0.23613533986264787
0,39,lobular_carcinoma,0.908315565031983,0.23613533986264787
0,39,mucinous_carcinoma,0.8539553752535497,0.23613533986264787
0,39,papillary_carcinoma,0.8716814159292036,0.23613533986264787
0,39,overall,0.8929032258064517,0.23613533986264787
0,40,adenosis,0.8979591836734694,0.22984465256088066
0,40,fibroadenoma,0.8576998050682261,0.22984465256088066
0,40,tubular_adenoma,0.8891089108910891,0.22984465256088066
0,40,phyllodes_tumor,0.9201596806387226,0.22984465256088066
0,40,ductal_carcinoma,0.9348837209302325,0.22984465256088066
0,40,lobular_carcinoma,0.9175257731958762,0.22984465256088066
0,40,mucinous_carcinoma,0.8520833333333333,0.22984465256088066
0,40,papillary_carcinoma,0.861995753715499,0.22984465256088066
0,40,overall,0.8908387096774194,0.22984465256088066
0,41,adenosis,0.9205702647657841,0.22213635549194527
0,41,fibroadenoma,0.873767258382643,0.22213635549194527
0,41,tubular_adenoma,0.8937093275488069,0.22213635549194527
0,41,phyllodes_tumor,0.9068825910931174,0.22213635549194527
0,41,ductal_carcinoma,0.9256360078277887,0.22213635549194527
0,41,lobular_carcinoma,0.9106029106029107,0.22213635549194527
0,41,mucinous_carcinoma,0.835214446952596,0.22213635549194527
0,41,papillary_carcinoma,0.8747433264887063,0.22213635549194527
0,41,overall,0.8934193548387097,0.22213635549194527
0,42,adenosis,0.8796498905908097,0.22953607319804376
0,42,fibroadenoma,0.8852097130242825,0.22953607319804376
0,42,tubular_adenoma,0.8760162601626016,0.22953607319804376
0,42,phyllodes_tumor,0.9107505070993914,0.22953607319804376
0,42,ductal_carcinoma,0.9214145383104125,0.22953607319804376
0,42,lobular_carcinoma,0.9040816326530612,0.22953607319804376
0,42,mucinous_carcinoma,0.8683651804670913,0.22953607319804376
0,42,papillary_carcinoma,0.8509803921568627,0.22953607319804376
0,42,overall,0.8872258064516129,0.22953607319804376
0,43,adenosis,0.8678038379530917,0.23562610028273284
0,43,fibroadenoma,0.8544698544698545,0.23562610028273284
0,43,tubular_adenoma,0.8943089430894309,0.23562610028273284
0,43,phyllodes_tumor,0.9207920792079208,0.23562610028273284
0,43,ductal_carcinoma,0.9324324324324325,0.23562610028273284
0,43,lobular_carcinoma,0.912,0.23562610028273284
0,43,mucinous_carcinoma,0.852589641434263,0.23562610028273284
0,43,papillary_carcinoma,0.8630705394190872,0.23562610028273284
0,43,overall,0.8869677419354839,0.23562610028273284
0,44,adenosis,0.8922764227642277,0.22288468593555222
0,44,fibroadenoma,0.8680851063829788,0.22288468593555222
0,44,tubular_adenoma,0.8879492600422833,0.22288468593555222
0,44,phyllodes_tumor,0.9147982062780269,0.22288468593555222
0,44,ductal_carcinoma,0.931958762886598,0.22288468593555222
0,44,lobular_carcinoma,0.9236947791164659,0.22288468593555222
0,44,mucinous_carcinoma,0.8522072936660269,0.22288468593555222
0,44,papillary_carcinoma,0.8816326530612245,0.22288468593555222
0,44,overall,0.8936774193548387,0.22288468593555222
0,45,adenosis,0.8902691511387164,0.2384735236381307
0,45,fibroadenoma,0.8807157057654076,0.2384735236381307
0,45,tubular_adenoma,0.8630434782608696,0.2384735236381307
0,45,phyllodes_tumor,0.892578125,0.2384735236381307
0,45,ductal_carcinoma,0.9275053304904051,0.2384735236381307
0,45,lobular_carcinoma,0.8969072164948454,0.2384735236381307
0,45,mucinous_carcinoma,0.8521739130434782,0.2384735236381307
0,45,papillary_carcinoma,0.8449304174950298,0.2384735236381307
0,45,overall,0.8810322580645161,0.2384735236381307
0,46,adenosis,0.8972746331236897,0.2295884068426772
0,46,fibroadenoma,0.8862275449101796,0.2295884068426772
0,46,tubular_adenoma,0.8577586206896551,0.2295884068426772
0,46,phyllodes_tumor,0.9065606361829026,0.2295884068426772
0,46,ductal_carcinoma,0.9227557411273486,0.2295884068426772
0,46,lobular_carcinoma,0.9023861171366594,0.2295884068426772
0,46,mucinous_carcinoma,0.869140625,0.2295884068426772
0,46,papillary_carcinoma,0.8347280334728033,0.2295884068426772
0,46,overall,0.8846451612903226,0.2295884068426772
0,47,adenosis,0.8872340425531915,0.22381612846298227
0,47,fibroadenoma,0.8737060041407867,0.22381612846298227
0,47,tubular_adenoma,0.8949671772428884,0.22381612846298227
0,47,phyllodes_tumor,0.9041095890410958,0.22381612846298227
0,47,ductal_carcinoma,0.9436008676789588,0.22381612846298227
0,47,lobular_carcinoma,0.9017681728880157,0.22381612846298227
0,47,mucinous_carcinoma,0.8498942917547568,0.22381612846298227
0,47,papillary_carcinoma,0.8590998043052838,0.22381612846298227
0,47,overall,0.8890322580645161,0.22381612846298227
0,48,adenosis,0.8744588744588745,0.23625284885612044
0,48,fibroadenoma,0.8819875776397516,0.23625284885612044
0,48,tubular_adenoma,0.873046875,0.23625284885612044
0,48,phyllodes_tumor,0.8952991452991453,0.23625284885612044
0,48,ductal_carcinoma,0.932,0.23625284885612044
0,48,lobular_carcinoma,0.9034907597535934,0.23625284885612044
0,48,mucinous_carcinoma,0.860655737704918,0.23625284885612044
0,48,papillary_carcinoma,0.8505263157894737,0.23625284885612044
0,48,overall,0.8841290322580645,0.23625284885612044
0,49,adenosis,0.911062906724512,0.2411286056907886
0,49,fibroadenoma,0.8580508474576272,0.2411286056907886
0,49,tubular_adenoma,0.9194756554307116,0.2411286056907886
0,49,phyllodes_tumor,0.9243353783231084,0.2411286056907886
0,49,ductal_carcinoma,0.9308300395256917,0.2411286056907886
0,49,lobular_carcinoma,0.9149425287356322,0.2411286056907886
0,49,mucinous_carcinoma,0.8618556701030928,0.2411286056907886
0,49,papillary_carcinoma,0.8640973630831643,0.2411286056907886
0,49,overall,0.8983225806451612,0.2411286056907886
0,50,adenosis,0.894,0.2332479561613911
0,50,fibroadenoma,0.8464818763326226,0.2332479561613911
0,50,tubular_adenoma,0.889344262295082,0.2332479561613911
0,50,phyllodes_tumor,0.9096774193548387,0.2332479561613911
0,50,ductal_carcinoma,0.9438444924406048,0.2332479561613911
0,50,lobular_carcinoma,0.91015625,0.2332479561613911
0,50,mucinous_carcinoma,0.8588469184890656,0.2332479561613911
0,50,papillary_carcinoma,0.8673684210526316,0.2332479561613911
0,50,overall,0.8898064516129032,0.2332479561613911
