trial,epochs,Min_subtype,Min subclass accuracy,Max_subtype,Max subclass accuracy
0.0,0.0,0.0,0.32432432432432434,5.0,1.0
0.0,1.0,0.0,0.5495495495495496,5.0,0.985981308411215
0.0,2.0,0.0,0.6396396396396397,5.0,0.9766355140186916
0.0,3.0,0.0,0.6936936936936937,5.0,0.9719626168224299
