trial,epochs,Min_subtype,Min subclass accuracy,Max_subtype,Max subclass accuracy
0.0,0.0,0.0,0.23423423423423423,5.0,0.9953271028037384
0.0,1.0,0.0,0.5585585585585585,4.0,0.9832347140039448
0.0,2.0,0.0,0.5765765765765766,5.0,0.9766355140186916
0.0,3.0,0.0,0.6396396396396397,4.0,0.9714003944773175
0.0,4.0,0.0,0.6756756756756757,4.0,0.965483234714004
0.0,5.0,0.0,0.7207207207207207,4.0,0.965483234714004
0.0,6.0,2.0,0.7613636363636364,4.0,0.965483234714004
0.0,7.0,2.0,0.7613636363636364,4.0,0.965483234714004
0.0,8.0,2.0,0.7670454545454546,4.0,0.9644970414201184
0.0,9.0,2.0,0.7613636363636364,4.0,0.9635108481262328
0.0,10.0,2.0,0.7613636363636364,4.0,0.9644970414201184
0.0,11.0,2.0,0.7727272727272727,4.0,0.9635108481262328
0.0,12.0,1.0,0.786833855799373,4.0,0.9625246548323472
0.0,13.0,1.0,0.786833855799373,4.0,0.960552268244576
0.0,14.0,1.0,0.7899686520376176,4.0,0.960552268244576
0.0,15.0,1.0,0.7899686520376176,4.0,0.960552268244576
0.0,16.0,1.0,0.786833855799373,4.0,0.960552268244576
0.0,17.0,1.0,0.7931034482758621,4.0,0.960552268244576
0.0,18.0,1.0,0.7931034482758621,4.0,0.960552268244576
0.0,19.0,1.0,0.7931034482758621,4.0,0.9615384615384616
0.0,20.0,1.0,0.7931034482758621,4.0,0.960552268244576
0.0,21.0,1.0,0.7962382445141066,4.0,0.960552268244576
0.0,22.0,1.0,0.7962382445141066,4.0,0.960552268244576
0.0,23.0,1.0,0.7962382445141066,4.0,0.960552268244576
0.0,24.0,1.0,0.7962382445141066,4.0,0.9585798816568047
0.0,25.0,1.0,0.799373040752351,4.0,0.9575936883629191
0.0,26.0,1.0,0.8056426332288401,4.0,0.9575936883629191
0.0,27.0,1.0,0.8056426332288401,4.0,0.9585798816568047
0.0,28.0,1.0,0.8087774294670846,4.0,0.9585798816568047
0.0,29.0,1.0,0.8087774294670846,4.0,0.9585798816568047
0.0,30.0,1.0,0.8087774294670846,4.0,0.9575936883629191
0.0,31.0,1.0,0.8087774294670846,4.0,0.9575936883629191
0.0,32.0,1.0,0.8119122257053292,4.0,0.9585798816568047
0.0,33.0,1.0,0.8119122257053292,4.0,0.9585798816568047
0.0,34.0,1.0,0.8119122257053292,4.0,0.9575936883629191
0.0,35.0,1.0,0.8119122257053292,4.0,0.9575936883629191
0.0,36.0,1.0,0.8119122257053292,4.0,0.9575936883629191
0.0,37.0,1.0,0.8150470219435737,4.0,0.9575936883629191
0.0,38.0,1.0,0.8150470219435737,4.0,0.9575936883629191
0.0,39.0,1.0,0.8150470219435737,4.0,0.9575936883629191
0.0,40.0,1.0,0.8150470219435737,4.0,0.9575936883629191
0.0,41.0,1.0,0.8150470219435737,4.0,0.9575936883629191
0.0,42.0,1.0,0.8150470219435737,4.0,0.9585798816568047
0.0,43.0,1.0,0.8150470219435737,4.0,0.9585798816568047
0.0,44.0,1.0,0.8150470219435737,4.0,0.9575936883629191
0.0,45.0,1.0,0.8150470219435737,4.0,0.9575936883629191
0.0,46.0,1.0,0.8150470219435737,4.0,0.9566074950690335
0.0,47.0,1.0,0.8150470219435737,4.0,0.9566074950690335
0.0,48.0,1.0,0.8181818181818182,4.0,0.9566074950690335
0.0,49.0,1.0,0.8181818181818182,4.0,0.9566074950690335
0.0,50.0,1.0,0.8213166144200627,4.0,0.9566074950690335
0.0,51.0,1.0,0.8244514106583072,4.0,0.9566074950690335
0.0,52.0,1.0,0.8275862068965517,4.0,0.9566074950690335
0.0,53.0,1.0,0.8275862068965517,4.0,0.9566074950690335
0.0,54.0,1.0,0.8275862068965517,4.0,0.9566074950690335
0.0,55.0,1.0,0.8275862068965517,4.0,0.9566074950690335
0.0,56.0,1.0,0.8275862068965517,4.0,0.9575936883629191
0.0,57.0,7.0,0.8229166666666666,4.0,0.9575936883629191
1.0,0.0,7.0,0.8229166666666666,4.0,0.9566074950690335
1.0,1.0,7.0,0.8229166666666666,4.0,0.9566074950690335
1.0,2.0,7.0,0.8229166666666666,4.0,0.9566074950690335
1.0,3.0,7.0,0.8229166666666666,4.0,0.9556213017751479
1.0,4.0,7.0,0.8229166666666666,4.0,0.9546351084812623
1.0,5.0,7.0,0.8229166666666666,4.0,0.9546351084812623
1.0,6.0,7.0,0.8177083333333334,4.0,0.9546351084812623
1.0,7.0,7.0,0.8177083333333334,4.0,0.9546351084812623
1.0,8.0,7.0,0.8125,4.0,0.9536489151873767
1.0,9.0,7.0,0.8072916666666666,4.0,0.9536489151873767
1.0,10.0,7.0,0.8072916666666666,4.0,0.9536489151873767
1.0,11.0,7.0,0.8072916666666666,4.0,0.9546351084812623
1.0,12.0,7.0,0.8072916666666666,4.0,0.9556213017751479
1.0,13.0,7.0,0.8072916666666666,4.0,0.9556213017751479
1.0,14.0,7.0,0.8072916666666666,4.0,0.9556213017751479
1.0,15.0,7.0,0.8072916666666666,4.0,0.9556213017751479
1.0,16.0,7.0,0.8020833333333334,4.0,0.9556213017751479
1.0,17.0,7.0,0.8020833333333334,4.0,0.9556213017751479
1.0,18.0,7.0,0.8020833333333334,4.0,0.9556213017751479
1.0,19.0,7.0,0.8020833333333334,4.0,0.9556213017751479
1.0,20.0,7.0,0.8020833333333334,4.0,0.9556213017751479
1.0,21.0,7.0,0.8020833333333334,4.0,0.9556213017751479
1.0,22.0,7.0,0.8020833333333334,4.0,0.9556213017751479
1.0,23.0,7.0,0.8020833333333334,4.0,0.9556213017751479
1.0,24.0,7.0,0.8020833333333334,4.0,0.9556213017751479
1.0,25.0,7.0,0.8020833333333334,4.0,0.9556213017751479
1.0,26.0,7.0,0.8020833333333334,4.0,0.9556213017751479
1.0,27.0,7.0,0.8020833333333334,4.0,0.9546351084812623
1.0,28.0,7.0,0.8072916666666666,4.0,0.9546351084812623
1.0,29.0,7.0,0.8072916666666666,4.0,0.9546351084812623
1.0,30.0,7.0,0.8072916666666666,4.0,0.9546351084812623
1.0,31.0,7.0,0.8072916666666666,4.0,0.9546351084812623
1.0,32.0,7.0,0.8072916666666666,4.0,0.9546351084812623
1.0,33.0,7.0,0.8072916666666666,4.0,0.9546351084812623
1.0,34.0,7.0,0.8072916666666666,4.0,0.9546351084812623
1.0,35.0,7.0,0.8072916666666666,4.0,0.9536489151873767
1.0,36.0,7.0,0.8072916666666666,4.0,0.9536489151873767
1.0,37.0,7.0,0.8072916666666666,4.0,0.9536489151873767
1.0,38.0,7.0,0.8072916666666666,4.0,0.9526627218934911
1.0,39.0,7.0,0.8072916666666666,4.0,0.9526627218934911
1.0,40.0,7.0,0.8072916666666666,4.0,0.9526627218934911
1.0,41.0,7.0,0.8072916666666666,4.0,0.9526627218934911
1.0,42.0,7.0,0.8072916666666666,4.0,0.9526627218934911
1.0,43.0,7.0,0.8072916666666666,4.0,0.9526627218934911
1.0,44.0,7.0,0.8072916666666666,4.0,0.9526627218934911
1.0,45.0,7.0,0.8072916666666666,4.0,0.9526627218934911
1.0,46.0,7.0,0.8072916666666666,4.0,0.9526627218934911
1.0,47.0,7.0,0.8072916666666666,4.0,0.9526627218934911
1.0,48.0,7.0,0.8072916666666666,4.0,0.9526627218934911
1.0,49.0,7.0,0.8072916666666666,4.0,0.9526627218934911
1.0,50.0,7.0,0.8072916666666666,4.0,0.9536489151873767
1.0,51.0,7.0,0.8072916666666666,4.0,0.9536489151873767
1.0,52.0,7.0,0.8072916666666666,4.0,0.9536489151873767
1.0,53.0,7.0,0.8072916666666666,4.0,0.9536489151873767
1.0,54.0,7.0,0.8072916666666666,4.0,0.9526627218934911
1.0,55.0,7.0,0.8072916666666666,4.0,0.9526627218934911
1.0,56.0,7.0,0.8072916666666666,4.0,0.9526627218934911
1.0,57.0,7.0,0.8072916666666666,4.0,0.9526627218934911
2.0,0.0,7.0,0.8072916666666666,4.0,0.9526627218934911
2.0,1.0,7.0,0.8072916666666666,4.0,0.9526627218934911
2.0,2.0,7.0,0.8072916666666666,4.0,0.9526627218934911
2.0,3.0,7.0,0.8072916666666666,4.0,0.9526627218934911
2.0,4.0,7.0,0.8072916666666666,4.0,0.9526627218934911
2.0,5.0,7.0,0.8072916666666666,4.0,0.9516765285996055
2.0,6.0,7.0,0.8072916666666666,4.0,0.9516765285996055
2.0,7.0,7.0,0.8072916666666666,4.0,0.9516765285996055
2.0,8.0,7.0,0.8072916666666666,4.0,0.9516765285996055
2.0,9.0,7.0,0.8072916666666666,4.0,0.9516765285996055
2.0,10.0,7.0,0.8072916666666666,4.0,0.9506903353057199
2.0,11.0,7.0,0.8072916666666666,4.0,0.9506903353057199
2.0,12.0,7.0,0.8072916666666666,4.0,0.9506903353057199
2.0,13.0,7.0,0.8072916666666666,4.0,0.9506903353057199
2.0,14.0,7.0,0.8072916666666666,4.0,0.9506903353057199
2.0,15.0,7.0,0.8072916666666666,4.0,0.9506903353057199
2.0,16.0,7.0,0.8072916666666666,4.0,0.9497041420118343
2.0,17.0,7.0,0.8072916666666666,4.0,0.9497041420118343
2.0,18.0,7.0,0.8072916666666666,4.0,0.9497041420118343
